#cosmic_gene	tier	UniProt_accession	UniProt_genes	UniProt_status	UniProt_protein_name	somatic_mutations	germline_mutations	role_TSG	role_oncogene	role_fusion protein	genetics_dominant	genetics_recessive	actionability_level	resistance_mutations	dominant_mutation_type-fusion	dominant_mutation_type-translocation	dominant_mutation_type-missense_mutations	dominant_mutation_type-splice_site_mutations	dominant_mutation_type-nonsense_mutations	dominant_mutation_type-frameshift_mutations	dominant_mutation_type-large_deletions	dominant_mutation_type-amplification	dominant_mutation_type-other_mutations	tissue_epithelial	tissue_leukaemia-lymphoma	tissue_mesenchymal	tissue_other_tissue	hallmark_angiogenesis	hallmark_replicative_immortality	hallmark_energetics	hallmark_immune_evasion	hallmark_apoptosis	hallmark_genomic_instability	hallmark_metastasis	hallmark_proliferative_signaling	hallmark_growth_suppression	hallmark_inflammation	cancer_type(s)
DNM2	1	P50570	DNM2 DYN2	reviewed	Dynamin-2 (EC 3.6.5.5)	1	0	1	0	0	0	1	-	0	0	0	1	1	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	1	1	0	0	T-ALL
DNMT3A	1	Q9Y6K1	DNMT3A	reviewed	DNA (cytosine-5)-methyltransferase 3A (Dnmt3a) (EC 2.1.1.37) (Cysteine methyltransferase DNMT3A) (EC 2.1.1.-) (DNA methyltransferase HsaIIIA) (DNA MTase HsaIIIA) (M.HsaIIIA)	1	0	1	0	0	1	0	-	0	0	0	1	1	1	1	0	0	0	0	1	0	0	1	0	1	1	1	0	1	1	0	0	AML
DROSHA	1	Q9NRR4	DROSHA RN3 RNASE3L RNASEN	reviewed	Ribonuclease 3 (EC 3.1.26.3) (Protein Drosha) (Ribonuclease III) (RNase III) (p241)	1	0	1	0	0	0	0	-	0	0	0	1	0	1	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	Wilms tumour, NSCLC, bladder carcinoma
EBF1	1	Q9UH73	EBF1 COE1 EBF	reviewed	Transcription factor COE1 (O/E-1) (OE-1) (Early B-cell factor)	1	0	1	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	lipoma
ECT2L	2	Q008S8	ECT2L C6orf91 LFDH	reviewed	Epithelial cell-transforming sequence 2 oncogene-like (Lung-specific F-box and DH domain-containing protein) (Putative guanine nucleotide exchange factor LFDH)	1	0	0	0	0	0	1	-	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	ETP ALL
EED	2	O75530	EED	reviewed	Polycomb protein EED (hEED) (Embryonic ectoderm development protein) (WD protein associating with integrin cytoplasmic tails 1) (WAIT-1)	1	0	1	0	0	0	0	-	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	malignant peripheral nerve sheath tumours, MDS and related, lung adenocarcinoma
EGFR	1	P00533	EGFR ERBB ERBB1 HER1	reviewed	Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)	1	1	0	1	0	1	0	1	1	0	0	1	0	0	0	0	1	1	1	0	0	1	1	0	1	1	1	0	1	1	0	0	glioma, NSCLC, NSCLC
EIF1AX	2	P47813	EIF1AX EIF1A EIF4C	reviewed	Eukaryotic translation initiation factor 1A, X-chromosomal (eIF-1A X isoform) (Eukaryotic translation initiation factor 4C) (eIF-4C)	1	0	0	0	0	0	0	-	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	uveal melanoma, thyroid cancer (PDTC and ATC), low grade serous ovarian cancer
EIF3E	1	P60228	EIF3E EIF3S6 INT6	reviewed	Eukaryotic translation initiation factor 3 subunit E (eIF3e) (Eukaryotic translation initiation factor 3 subunit 6) (Viral integration site protein INT-6 homolog) (eIF-3 p48)	1	0	1	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	1	0	0	colorectal
EIF4A2	1	Q14240	EIF4A2 DDX2B EIF4F	reviewed	Eukaryotic initiation factor 4A-II (eIF-4A-II) (eIF4A-II) (EC 3.6.4.13) (ATP-dependent RNA helicase eIF4A-2)	1	0	0	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NHL
ELF3	2	P78545	ELF3 ERT ESX JEN	reviewed	ETS-related transcription factor Elf-3 (E74-like factor 3) (Epithelial-restricted with serine box) (Epithelium-restricted Ets protein ESX) (Epithelium-specific Ets transcription factor 1) (ESE-1)	1	0	1	0	0	0	0	-	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	pancreatic cancer
ELF4	1	Q99607	ELF4 ELFR MEF	reviewed	ETS-related transcription factor Elf-4 (E74-like factor 4) (Myeloid Elf-1-like factor)	1	0	1	1	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	1	0	AML
ELK4	1	P28324	ELK4 SAP1	reviewed	ETS domain-containing protein Elk-4 (Serum response factor accessory protein 1) (SAP-1) (SRF accessory protein 1)	1	0	0	1	1	1	0	-	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	prostate
ELL	1	P55199	ELL C19orf17	reviewed	RNA polymerase II elongation factor ELL (Eleven-nineteen lysine-rich leukemia protein)	1	0	1	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	AL
ELN	2	P15502	ELN	reviewed	Elastin (Tropoelastin)	1	0	0	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	B-ALL
EML4	1	Q9HC35	EML4 C2orf2 EMAPL4	reviewed	Echinoderm microtubule-associated protein-like 4 (EMAP-4) (Restrictedly overexpressed proliferation-associated protein) (Ropp 120)	1	0	0	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NSCLC
EP300	1	Q09472	EP300 P300	reviewed	Histone acetyltransferase p300 (p300 HAT) (EC 2.3.1.48) (E1A-associated protein p300) (Histone butyryltransferase p300) (EC 2.3.1.-) (Histone crotonyltransferase p300) (EC 2.3.1.-) (Protein 2-hydroxyisobutyryltransferase p300) (EC 2.3.1.-) (Protein lactyltransferas p300) (EC 2.3.1.-) (Protein propionyltransferase p300) (EC 2.3.1.-)	1	0	1	0	1	0	1	-	0	1	1	1	0	1	1	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	colorectal, breast, pancreatic, AML, ALL, DLBCL
EPAS1	1	Q99814	EPAS1 BHLHE73 HIF2A MOP2 PASD2	reviewed	Endothelial PAS domain-containing protein 1 (EPAS-1) (Basic-helix-loop-helix-PAS protein MOP2) (Class E basic helix-loop-helix protein 73) (bHLHe73) (HIF-1-alpha-like factor) (HLF) (Hypoxia-inducible factor 2-alpha) (HIF-2-alpha) (HIF2-alpha) (Member of PAS protein 2) (PAS domain-containing protein 2)	1	0	1	1	0	1	0	-	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	1	1	1	1	paraganglioma, pheochromocytoma, central nervous system hemangioblastomas
EPHA3	2	P29320	EPHA3 ETK ETK1 HEK TYRO4	reviewed	Ephrin type-A receptor 3 (EC 2.7.10.1) (EPH-like kinase 4) (EK4) (hEK4) (HEK) (Human embryo kinase) (Tyrosine-protein kinase TYRO4) (Tyrosine-protein kinase receptor ETK1) (Eph-like tyrosine kinase 1)	1	0	0	0	0	0	0	-	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	lung cancer, CRC, melanoma
EPHA7	2	Q15375	EPHA7 EHK3 HEK11	reviewed	Ephrin type-A receptor 7 (EC 2.7.10.1) (EPH homology kinase 3) (EHK-3) (EPH-like kinase 11) (EK11) (hEK11)	1	0	0	0	0	0	0	-	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	CRC, melanoma
EPS15	1	P42566	EPS15 AF1P	reviewed	Epidermal growth factor receptor substrate 15 (Protein Eps15) (Protein AF-1p)	1	0	1	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	ALL
ERBB2	1	P04626	ERBB2 HER2 MLN19 NEU NGL	reviewed	Receptor tyrosine-protein kinase erbB-2 (EC 2.7.10.1) (Metastatic lymph node gene 19 protein) (MLN 19) (Proto-oncogene Neu) (Proto-oncogene c-ErbB-2) (Tyrosine kinase-type cell surface receptor HER2) (p185erbB2) (CD antigen CD340)	1	0	0	1	1	1	0	1	1	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	0	1	1	0	0	breast, ovarian, other tumour types, NSCLC, gastric
ERBB3	1	P21860	ERBB3 HER3	reviewed	Receptor tyrosine-protein kinase erbB-3 (EC 2.7.10.1) (Proto-oncogene-like protein c-ErbB-3) (Tyrosine kinase-type cell surface receptor HER3)	1	0	0	1	0	1	0	-	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	colon, gastric, head and neck, bladder, skin
ERBB4	1	Q15303	ERBB4 HER4	reviewed	Receptor tyrosine-protein kinase erbB-4 (EC 2.7.10.1) (Proto-oncogene-like protein c-ErbB-4) (Tyrosine kinase-type cell surface receptor HER4) (p180erbB4) [Cleaved into: ERBB4 intracellular domain (4ICD) (E4ICD) (s80HER4)]	1	1	1	1	0	1	0	-	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	melanoma, gastric, NSCLC
ERC1	1	Q8IUD2	ERC1 ELKS KIAA1081 RAB6IP2	reviewed	ELKS/Rab6-interacting/CAST family member 1 (ERC-1) (Rab6-interacting protein 2)	1	0	0	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	papillary thyroid, Spitzoid tumour
ERCC2	1	P18074	ERCC2 XPD XPDC	reviewed	General transcription and DNA repair factor IIH helicase subunit XPD (TFIIH subunit XPD) (EC 3.6.4.12) (Basic transcription factor 2 80 kDa subunit) (BTF2 p80) (CXPD) (DNA excision repair protein ERCC-2) (DNA repair protein complementing XP-D cells) (TFIIH basal transcription factor complex 80 kDa subunit) (TFIIH 80 kDa subunit) (TFIIH p80) (Xeroderma pigmentosum group D-complementing protein)	0	1	1	0	0	0	1	-	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	skin basal cell, skin squamous cell, melanoma
ERCC3	1	P19447	ERCC3 XPB XPBC	reviewed	General transcription and DNA repair factor IIH helicase subunit XPB (TFIIH subunit XPB) (EC 3.6.4.12) (Basic transcription factor 2 89 kDa subunit) (BTF2 p89) (DNA excision repair protein ERCC-3) (DNA repair protein complementing XP-B cells) (TFIIH basal transcription factor complex 89 kDa subunit) (TFIIH 89 kDa subunit) (TFIIH p89) (Xeroderma pigmentosum group B-complementing protein)	0	1	1	0	0	0	1	-	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	skin basal cell, skin squamous cell, melanoma
ERCC4	1	Q92889	ERCC4 ERCC11 XPF	reviewed	DNA repair endonuclease XPF (EC 3.1.-.-) (DNA excision repair protein ERCC-4) (DNA repair protein complementing XP-F cells) (Xeroderma pigmentosum group F-complementing protein)	0	1	1	0	0	0	1	-	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	skin basal cell, skin squamous cell, melanoma
ERCC5	1	P28715	ERCC5	reviewed	DNA repair protein complementing XP-G cells	0	1	1	0	0	0	1	-	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	skin basal cell, skin squamous cell, melanoma
ERG	1	P11308	ERG	reviewed	Transcriptional regulator ERG (Transforming protein ERG)	1	0	0	1	1	1	0	-	0	1	1	0	0	0	0	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	Ewing sarcoma, prostate, AML
ESR1	1	P03372	ESR1 ESR NR3A1	reviewed	Estrogen receptor (ER) (ER-alpha) (Estradiol receptor) (Nuclear receptor subfamily 3 group A member 1)	1	0	1	1	1	1	0	-	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	breast
ETNK1	1	Q9HBU6	ETNK1	reviewed	Ethanolamine kinase 1	1	0	1	0	0	1	0	-	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	aCML, CMML, SM-AHD, HES
ETV1	1	P50549	ETV1 ER81	reviewed	ETS translocation variant 1 (Ets-related protein 81)	1	0	0	1	1	1	0	-	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	Ewing sarcoma, prostate
ETV4	1	P43268	ETV4 E1AF PEA3	reviewed	ETS translocation variant 4 (Adenovirus E1A enhancer-binding protein) (E1A-F) (Polyomavirus enhancer activator 3 homolog) (Protein PEA3)	1	0	0	1	1	1	0	-	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	Ewing sarcoma, prostate carcinoma
ETV5	1	P41161	ETV5 ERM	reviewed	ETS translocation variant 5 (Ets-related protein ERM)	1	0	0	1	1	1	0	-	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	prostate
ETV6	1	P41212	ETV6 TEL TEL1	reviewed	Transcription factor ETV6 (ETS translocation variant 6) (ETS-related protein Tel1) (Tel)	1	0	1	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	0	0	0	congenital fibrosarcoma, multiple different leukaemia and lymphoma tumour types including ALL, secretory breast, MDS
EWSR1	1	Q01844	EWSR1 EWS	reviewed	RNA-binding protein EWS (EWS oncogene) (Ewing sarcoma breakpoint region 1 protein)	1	0	0	1	1	1	0	-	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	Ewing sarcoma, desmoplastic small round cell tumour , ALL, clear cell sarcoma, sarcoma, myoepithelioma, mesothelioma
EXT1	1	Q16394	EXT1	reviewed	Exostosin-1 (EC 2.4.1.224) (EC 2.4.1.225) (Glucuronosyl-N-acetylglucosaminyl-proteoglycan/N-acetylglucosaminyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase) (Multiple exostoses protein 1) (Putative tumor suppressor protein EXT1)	0	1	1	0	1	0	1	-	0	1	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	exostoses, osteosarcoma
EXT2	1	Q93063	EXT2	reviewed	Exostosin-2 (EC 2.4.1.224) (EC 2.4.1.225) (Glucuronosyl-N-acetylglucosaminyl-proteoglycan/N-acetylglucosaminyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase) (Multiple exostoses protein 2) (Putative tumor suppressor protein EXT2)	0	1	1	0	0	0	1	-	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	exostoses, osteosarcoma
EZH2	1	Q15910	EZH2 KMT6	reviewed	Histone-lysine N-methyltransferase EZH2 (EC 2.1.1.356) (ENX-1) (Enhancer of zeste homolog 2) (Lysine N-methyltransferase 6)	1	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	1	1	1	1	1	DLBCL
EZR	1	P15311	EZR VIL2	reviewed	Ezrin (Cytovillin) (Villin-2) (p81)	1	0	0	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	NSCLC
FAM131B	2	Q86XD5	FAM131B KIAA0773	reviewed	Protein FAM131B	1	0	0	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	pilocytic astrocytoma
FAM135B	2	Q49AJ0	FAM135B C8orfK32	reviewed	Protein FAM135B	1	0	0	0	0	0	0	-	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	SCLC
FAM47C	2	Q5HY64	FAM47C	reviewed	Putative protein FAM47C	1	0	0	0	0	0	0	-	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	melanoma, clear cell sarcoma of soft parts, SCLC
FANCA	1	O15360	FANCA FAA FACA FANCH	reviewed	Fanconi anemia group A protein (Protein FACA)	0	1	1	0	0	0	1	-	0	0	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	AML, leukaemia
FANCC	1	Q00597	FANCC FAC FACC	reviewed	Fanconi anemia group C protein (Protein FACC)	0	1	1	0	0	0	1	-	0	0	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	AML, leukaemia
FANCD2	1	Q9BXW9	FANCD2 FACD	reviewed	Fanconi anemia group D2 protein (Protein FACD2)	0	1	1	0	0	0	1	-	0	0	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	1	AML, leukaemia
FANCE	1	Q9HB96	FANCE FACE	reviewed	Fanconi anemia group E protein (Protein FACE)	0	1	1	0	0	0	1	-	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	AML, leukaemia
FANCF	1	Q9NPI8	FANCF	reviewed	Fanconi anemia group F protein (Protein FACF)	0	1	1	0	0	0	1	-	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	AML, leukaemia
FANCG	1	O15287	FANCG XRCC9	reviewed	Fanconi anemia group G protein (Protein FACG) (DNA repair protein XRCC9)	0	1	1	0	0	0	1	-	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	AML, leukaemia
FAS	1	P25445	FAS APT1 FAS1 TNFRSF6	reviewed	Tumor necrosis factor receptor superfamily member 6 (Apo-1 antigen) (Apoptosis-mediating surface antigen FAS) (FASLG receptor) (CD antigen CD95)	1	0	1	0	0	0	1	-	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	0	0	1	0	1	1	0	0	TGCT, nasal NK/T lymphoma, skin squamous cell carcinoma-burn scar related
FAT1	1	Q14517	FAT1 CDHF7 FAT	reviewed	Protocadherin Fat 1 (Cadherin family member 7) (Cadherin-related tumor suppressor homolog) (Protein fat homolog) [Cleaved into: Protocadherin Fat 1, nuclear form]	1	1	1	0	0	0	0	-	0	0	0	1	1	1	1	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	1	0	oral squamous cell, chemorefractory CLL, head and neck, pancreatic acinar cell carcinoma, pancreatic
FAT3	2	Q8TDW7	FAT3 CDHF15 KIAA1989	reviewed	Protocadherin Fat 3 (hFat3) (Cadherin family member 15) (FAT tumor suppressor homolog 3)	1	0	0	0	0	0	0	-	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	SCC, colon adenocarcinoma, gastric adenocarcinoma
FAT4	1	Q6V0I7	FAT4 CDHF14 FATJ Nbla00548	reviewed	Protocadherin Fat 4 (hFat4) (Cadherin family member 14) (FAT tumor suppressor homolog 4) (Fat-like cadherin protein FAT-J)	1	0	1	0	0	0	0	-	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	lymphoma, pancreatic, head and neck, melanoma, hepatocellular carcinoma
FBLN2	2	P98095	FBLN2	reviewed	Fibulin-2 (FIBL-2)	1	0	1	0	0	0	0	-	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	breast cancer, colorectal adenocarcinoma
FBXO11	1	Q86XK2	FBXO11 FBX11 PRMT9 VIT1 UG063H01	reviewed	F-box only protein 11 (Protein arginine N-methyltransferase 9) (Vitiligo-associated protein 1) (VIT-1)	1	0	1	0	0	0	1	-	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	DLBCL
FBXW7	1	Q969H0	FBXW7 FBW7 FBX30 SEL10	reviewed	F-box/WD repeat-containing protein 7 (Archipelago homolog) (hAgo) (F-box and WD-40 domain-containing protein 7) (F-box protein FBX30) (SEL-10) (hCdc4)	1	0	1	0	0	0	1	-	0	0	0	1	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	colorectal, endometrial, T-ALL
FCGR2B	1	P31994	FCGR2B CD32 FCG2 IGFR2	reviewed	Low affinity immunoglobulin gamma Fc region receptor II-b (IgG Fc receptor II-b) (CDw32) (Fc-gamma RII-b) (Fc-gamma-RIIb) (FcRII-b) (CD antigen CD32)	1	0	0	1	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	ALL
FCRL4	1	Q96PJ5	FCRL4 FCRH4 IFGP2 IRTA1	reviewed	Fc receptor-like protein 4 (FcR-like protein 4) (FcRL4) (Fc receptor homolog 4) (FcRH4) (IFGP family protein 2) (hIFGP2) (Immune receptor translocation-associated protein 1) (CD antigen CD307d)	1	0	0	1	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	B-NHL
FEN1	2	P39748	FEN1 RAD2	reviewed	Flap endonuclease 1 (FEN-1) (EC 3.1.-.-) (DNase IV) (Flap structure-specific endonuclease 1) (Maturation factor 1) (MF1) (hFEN-1)	0	1	1	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	breast cancer
FES	1	P07332	FES FPS	reviewed	Tyrosine-protein kinase Fes/Fps (EC 2.7.10.2) (Feline sarcoma/Fujinami avian sarcoma oncogene homolog) (Proto-oncogene c-Fes) (Proto-oncogene c-Fps) (p93c-fes)	1	0	1	1	0	0	0	-	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	1	1	0	1	1	1	1	HNSCC, ovarian carcinoma
FEV	1	Q99581	FEV PET1	reviewed	Protein FEV (Fifth Ewing variant protein) (PC12 ETS domain-containing transcription factor 1) (PC12 ETS factor 1) (Pet-1)	1	0	0	1	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Ewing sarcoma
FGFR1	1	P11362	FGFR1 BFGFR CEK FGFBR FLG FLT2 HBGFR	reviewed	Fibroblast growth factor receptor 1 (FGFR-1) (EC 2.7.10.1) (Basic fibroblast growth factor receptor 1) (BFGFR) (bFGF-R-1) (Fms-like tyrosine kinase 2) (FLT-2) (N-sam) (Proto-oncogene c-Fgr) (CD antigen CD331)	1	0	0	1	1	1	0	2	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	MPN, NHL, salivary adenoma
FGFR1OP	1	O95684	CEP43 FGFR1OP FOP	reviewed	Centrosomal protein 43 (FGFR1 oncogene partner)	1	0	0	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	MPN, NHL
FGFR2	1	P21802	FGFR2 BEK KGFR KSAM	reviewed	Fibroblast growth factor receptor 2 (FGFR-2) (EC 2.7.10.1) (K-sam) (KGFR) (Keratinocyte growth factor receptor) (CD antigen CD332)	1	0	0	1	1	1	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	gastric, NSCLC, endometrial
FGFR3	1	P22607	FGFR3 JTK4	reviewed	Fibroblast growth factor receptor 3 (FGFR-3) (EC 2.7.10.1) (CD antigen CD333)	1	0	0	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	bladder, MM, T-cell lymphoma
FGFR4	1	P22455	FGFR4 JTK2 TKF	reviewed	Fibroblast growth factor receptor 4 (FGFR-4) (EC 2.7.10.1) (CD antigen CD334)	1	0	0	1	0	1	0	-	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	rhabdomyosarcoma
FH	1	P07954	FH	reviewed	Fumarate hydratase, mitochondrial (Fumarase) (HsFH) (EC 4.2.1.2)	0	1	1	0	0	0	1	-	0	0	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	leiomyomatosis, renal
FHIT	1	P49789	FHIT	reviewed	Bis(5'-adenosyl)-triphosphatase (EC 3.6.1.29) (AP3A hydrolase) (AP3Aase) (Adenosine 5'-monophosphoramidase FHIT) (EC 3.9.1.-) (Adenylylsulfatase) (EC 3.6.2.1) (Adenylylsulfate-ammonia adenylyltransferase) (EC 2.7.7.51) (Diadenosine 5',5'''-P1,P3-triphosphate hydrolase) (Dinucleosidetriphosphatase) (Fragile histidine triad protein)	1	0	1	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	pleomorphic salivary gland adenoma
FIP1L1	1	Q6UN15	FIP1L1 FIP1 RHE	reviewed	Pre-mRNA 3'-end-processing factor FIP1 (hFip1) (FIP1-like 1 protein) (Factor interacting with PAP) (Rearranged in hypereosinophilia)	1	0	0	0	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	idiopathic hypereosinophilic syndrome
FKBP9	2	O95302	FKBP9 FKBP60 FKBP63	reviewed	Peptidyl-prolyl cis-trans isomerase FKBP9 (PPIase FKBP9) (EC 5.2.1.8) (63 kDa FK506-binding protein) (63 kDa FKBP) (FKBP-63) (FK506-binding protein 9) (FKBP-9) (Rotamase)	1	0	0	0	0	0	0	-	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	glioma
FLCN	1	Q8NFG4	FLCN BHD	reviewed	Folliculin (BHD skin lesion fibrofolliculoma protein) (Birt-Hogg-Dube syndrome protein)	0	1	1	0	0	0	1	-	0	0	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	renal, fibrofolliculomas, trichodiscomas
FLI1	1	Q01543	FLI1	reviewed	Friend leukemia integration 1 transcription factor (Proto-oncogene Fli-1) (Transcription factor ERGB)	1	0	0	1	1	1	0	-	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Ewing sarcoma
FLNA	2	P21333	FLNA FLN FLN1	reviewed	Filamin-A (FLN-A) (Actin-binding protein 280) (ABP-280) (Alpha-filamin) (Endothelial actin-binding protein) (Filamin-1) (Non-muscle filamin)	1	0	0	0	0	0	0	-	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	phyllodes tumour of the breast
FLT3	1	P36888	FLT3 CD135 FLK2 STK1	reviewed	Receptor-type tyrosine-protein kinase FLT3 (EC 2.7.10.1) (FL cytokine receptor) (Fetal liver kinase-2) (FLK-2) (Fms-like tyrosine kinase 3) (FLT-3) (Stem cell tyrosine kinase 1) (STK-1) (CD antigen CD135)	1	0	0	1	0	1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	1	0	AML, ALL
FLT4	1	P35916	FLT4 VEGFR3	reviewed	Vascular endothelial growth factor receptor 3 (VEGFR-3) (EC 2.7.10.1) (Fms-like tyrosine kinase 4) (FLT-4) (Tyrosine-protein kinase receptor FLT4)	1	0	0	1	0	1	0	-	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	soft tissue sarcoma
